Gene stable ID,Transcript stable ID,UniProtKB/TrEMBL ID,Plant Reactome Reaction ID
AT4G24370,AT4G24370.1,A0A178V7Y7,
AT3G06530,AT3G06530.4,A0A178V7Y8,
AT4G25680,AT4G25680.1,A0A178V7Y9,
AT3G12977,AT3G12977.1,A0A178V7Z0,
AT3G20020,AT3G20020.1,A0A178V7Z1,
AT3G14210,AT3G14210.1,A0A178V7Z2,
AT3G17350,AT3G17350.1,A0A178V7Z4,
AT4G22340,AT4G22340.3,A0A178V7Z6,R-ATH-1119402
AT4G22340,AT4G22340.3,A0A178V7Z6,R-ATH-1119260
AT3G19290,AT3G19290.1,A0A178V7Z7,
AT4G08770,AT4G08770.1,A0A178V7Z9,
AT3G47350,AT3G47350.3,A0A178V800,
AT3G01190,AT3G01190.1,A0A178V802,
AT3G59750,AT3G59750.1,A0A178V803,
AT3G04790,AT3G04790.1,A0A178V804,R-ATH-1119519
AT3G05640,AT3G05640.2,A0A178V805,
AT4G18950,AT4G18950.1,A0A178V806,
AT3G23630,AT3G23630.1,A0A178V807,
AT4G27440,AT4G27440.1,A0A178V808,
AT4G27440,AT4G27440.2,A0A178V808,
AT3G44250,AT3G44250.1,A0A178V809,
AT3G52750,AT3G52750.1,A0A178V810,
AT3G52750,AT3G52750.2,A0A178V810,
AT3G52750,AT3G52750.3,A0A178V810,
AT3G48790,AT3G48790.1,A0A178V812,R-ATH-1119325
AT3G48790,AT3G48790.1,A0A178V812,R-ATH-1119610
AT3G17060,AT3G17060.1,A0A178V813,
AT3G45750,AT3G45750.1,A0A178V814,
AT4G32390,AT4G32390.1,A0A178V815,
AT3G20500,AT3G20500.1,A0A178V816,
AT4G36820,AT4G36820.1,A0A178V817,
AT5G62950,AT5G62950.7,A0A178V818,
AT3G11420,AT3G11420.1,A0A178V819,
AT3G62470,AT3G62470.1,A0A178V820,
AT3G17310,AT3G17310.1,A0A178V821,
AT3G54085,AT3G54085.1,A0A178V822,
AT3G27925,AT3G27925.2,A0A178V823,
AT3G27925,AT3G27925.1,A0A178V823,
AT4G00893,AT4G00893.1,A0A178V824,
AT3G50580,AT3G50580.1,A0A178V825,
AT3G20780,AT3G20780.1,A0A178V827,
AT3G46730,AT3G46730.1,A0A178V828,
AT3G20270,AT3G20270.5,A0A178V830,
AT4G14940,AT4G14940.1,A0A178V831,R-ATH-1119486
AT4G14940,AT4G14940.1,A0A178V831,R-ATH-1119271
AT3G46140,AT3G46140.1,A0A178V833,
AT3G42050,AT3G42050.1,A0A178V834,
AT4G25780,AT4G25780.1,A0A178V835,
AT3G25790,AT3G25790.1,A0A178V836,
AT3G10380,AT3G10380.1,A0A178V837,
AT3G62120,AT3G62120.1,A0A178V838,
AT3G62120,AT3G62120.2,A0A178V838,
AT4G21490,AT4G21490.2,A0A178V839,
AT3G05010,AT3G05010.1,A0A178V840,
AT3G52100,AT3G52100.3,A0A178V841,
AT3G54480,AT3G54480.7,A0A178V842,
AT3G04181,AT3G04181.1,A0A178V843,
AT3G43800,AT3G43800.1,A0A178V845,
AT4G29790,AT4G29790.1,A0A178V846,
AT3G52430,AT3G52430.1,A0A178V847,R-ATH-6788019
AT4G29790,AT4G29790.1,A0A178V848,
AT3G57920,AT3G57920.1,A0A178V850,
AT3G22060,AT3G22060.1,A0A178V851,
AT3G18950,AT3G18950.1,A0A178V852,
AT3G46790,AT3G46790.1,A0A178V853,
AT3G48450,AT3G48450.2,A0A178V854,
AT4G28410,AT4G28410.1,A0A178V855,
AT3G21510,AT3G21510.1,A0A178V856,
AT4G37680,AT4G37680.2,A0A178V859,
AT4G37680,AT4G37680.5,A0A178V859,
AT4G37680,AT4G37680.1,A0A178V859,
AT3G24830,AT3G24830.1,A0A178V860,
AT3G49070,AT3G49070.2,A0A178V861,
AT3G02970,AT3G02970.1,A0A178V862,
AT3G02677,AT3G02677.1,A0A178V863,
AT3G54620,AT3G54620.1,A0A178V864,
AT3G07525,AT3G07525.2,A0A178V865,
AT4G35380,AT4G35380.1,A0A178V867,
AT5G06530,AT5G06530.2,A0A178V868,
AT3G29060,AT3G29060.1,A0A178V869,
AT3G01580,AT3G01580.1,A0A178V870,
AT3G10550,AT3G10550.1,A0A178V871,
AT3G10340,AT3G10340.1,A0A178V872,
AT3G56230,AT3G56230.1,A0A178V875,
AT3G49440,AT3G49440.1,A0A178V876,
AT3G49450,AT3G49450.1,A0A178V876,
AT4G13550,AT4G13550.2,A0A178V877,
AT3G13175,AT3G13175.1,A0A178V878,
AT3G44326,AT3G44326.1,A0A178V879,
AT3G27160,AT3G27160.1,A0A178V881,
AT3G23070,AT3G23070.1,A0A178V882,
AT3G02340,AT3G02340.2,A0A178V883,
AT3G54530,AT3G54530.3,A0A178V884,
AT3G09900,AT3G09900.1,A0A178V885,
AT3G09470,AT3G09470.2,A0A178V887,
AT3G02030,AT3G02030.1,A0A178V888,
AT3G62300,AT3G62300.1,A0A178V889,
AT3G05410,AT3G05410.2,A0A178V890,
AT3G25520,AT3G25520.1,A0A178V891,
AT3G25520,AT3G25520.3,A0A178V891,
AT3G46830,AT3G46830.2,A0A178V892,
AT3G46830,AT3G46830.1,A0A178V892,
AT3G10990,AT3G10990.1,A0A178V893,
AT5G29560,AT5G29560.1,A0A178V895,
AT3G56240,AT3G56240.1,A0A178V898,
AT3G56240,AT3G56240.3,A0A178V898,
AT3G22550,AT3G22550.1,A0A178V899,
AT3G48190,AT3G48190.2,A0A178V8A0,
AT3G23640,AT3G23640.3,A0A178V8A1,
AT3G11220,AT3G11220.2,A0A178V8A2,
AT3G07030,AT3G07030.2,A0A178V8A3,
AT3G21070,AT3G21070.2,A0A178V8A4,
AT3G19900,AT3G19900.2,A0A178V8A7,
AT3G02170,AT3G02170.1,A0A178V8A8,
AT3G45750,AT3G45750.1,A0A178V8B1,
AT3G22440,AT3G22440.1,A0A178V8B2,
AT4G34630,AT4G34630.1,A0A178V8B3,
AT3G22640,AT3G22640.1,A0A178V8B4,
AT3G21260,AT3G21260.3,A0A178V8B5,
AT3G25597,AT3G25597.1,A0A178V8B6,
AT3G05540,AT3G05540.1,A0A178V8B7,
AT3G50770,AT3G50770.1,A0A178V8B8,
AT3G22370,AT3G22370.1,A0A178V8B9,
AT3G55750,AT3G55750.1,A0A178V8C0,
AT4G11490,AT4G11490.1,A0A178V8C2,
AT3G55870,AT3G55870.3,A0A178V8C3,
AT3G22980,AT3G22980.2,A0A178V8C4,
AT3G50370,AT3G50370.2,A0A178V8C7,
AT3G51540,AT3G51540.1,A0A178V8C8,
AT3G11810,AT3G11810.1,A0A178V8C9,
AT3G07860,AT3G07860.3,A0A178V8D0,
AT3G07860,AT3G07860.1,A0A178V8D0,
AT3G05150,AT3G05150.1,A0A178V8D1,
AT4G16410,AT4G16410.1,A0A178V8D2,
AT3G56330,AT3G56330.1,A0A178V8D3,
AT3G01800,AT3G01800.1,A0A178V8D4,
AT3G17360,AT3G17360.1,A0A178V8D5,
AT3G13520,AT3G13520.1,A0A178V8D6,
AT3G52660,AT3G52660.2,A0A178V8D7,
AT3G16490,AT3G16490.1,A0A178V8D8,
AT3G19720,AT3G19720.2,A0A178V8E0,
AT5G29560,AT5G29560.1,A0A178V8E1,
AT3G10940,AT3G10940.1,A0A178V8E2,
AT3G01240,AT3G01240.1,A0A178V8E3,
AT3G43790,AT3G43790.4,A0A178V8E4,
AT3G03930,AT3G03930.1,A0A178V8E5,
AT1G06740,AT1G06740.1,A0A178V8E6,
AT3G56930,AT3G56930.1,A0A178V8E7,
AT3G56920,AT3G56920.1,A0A178V8E7,
AT3G02540,AT3G02540.1,A0A178V8E8,
AT3G02540,AT3G02540.2,A0A178V8E8,
AT3G43210,AT3G43210.5,A0A178V8E9,
AT3G07030,AT3G07030.4,A0A178V8F0,
AT3G62600,AT3G62600.1,A0A178V8F1,
AT3G03250,AT3G03250.1,A0A178V8F3,R-ATH-1119452
AT3G03250,AT3G03250.1,A0A178V8F3,R-ATH-1119465
AT3G20110,AT3G20110.1,A0A178V8F4,
AT1G18560,AT1G18560.1,A0A178V8F5,
AT3G49290,AT3G49290.1,A0A178V8F6,
AT3G44970,AT3G44970.1,A0A178V8F7,
AT3G06830,AT3G06830.1,A0A178V8F8,
AT3G54220,AT3G54220.1,A0A178V8F9,
AT3G62950,AT3G62950.1,A0A178V8G0,
AT3G53610,AT3G53610.1,A0A178V8G1,
AT3G53610,AT3G53610.3,A0A178V8G1,
AT3G53610,AT3G53610.2,A0A178V8G1,
AT4G00980,AT4G00980.1,A0A178V8G4,
AT3G23530,AT3G23530.1,A0A178V8G6,
AT3G54320,AT3G54320.4,A0A178V8G7,
AT3G05160,AT3G05160.1,A0A178V8G8,
AT3G05330,AT3G05330.1,A0A178V8G9,
AT3G10525,AT3G10525.1,A0A178V8H0,
AT3G18600,AT3G18600.1,A0A178V8H1,
AT3G11750,AT3G11750.1,A0A178V8H2,R-ATH-1119523
AT3G11750,AT3G11750.1,A0A178V8H2,R-ATH-1119265
AT3G48520,AT3G48520.1,A0A178V8H3,
AT3G06140,AT3G06140.1,A0A178V8H4,
AT3G08947,AT3G08947.1,A0A178V8H5,
AT3G13674,AT3G13674.1,A0A178V8H6,
AT3G21175,AT3G21175.2,A0A178V8H7,
AT3G56640,AT3G56640.1,A0A178V8H8,
AT3G14030,AT3G14030.1,A0A178V8H9,
AT5G39775,AT5G39775.1,A0A178V8I0,
AT3G45430,AT3G45430.2,A0A178V8I1,
AT3G27210,AT3G27210.1,A0A178V8I2,
AT3G45810,AT3G45810.1,A0A178V8I3,
AT3G51920,AT3G51920.1,A0A178V8I4,
AT3G55570,AT3G55570.1,A0A178V8I5,
AT3G09405,AT3G09405.1,A0A178V8I6,
AT3G54010,AT3G54010.1,A0A178V8I7,
AT3G29320,AT3G29320.1,A0A178V8I8,
AT3G14480,AT3G14480.1,A0A178V8I9,
AT3G15050,AT3G15050.1,A0A178V8J0,
AT3G19610,AT3G19610.1,A0A178V8J1,
AT3G63110,AT3G63110.1,A0A178V8J2,
AT3G05725,AT3G05725.1,A0A178V8J3,
AT3G60360,AT3G60360.1,A0A178V8J4,
AT3G50970,AT3G50970.1,A0A178V8J5,
AT3G26934,AT3G26934.1,A0A178V8J6,
AT4G10890,AT4G10890.3,A0A178V8J7,
AT3G61220,AT3G61220.1,A0A178V8J8,
AT3G02020,AT3G02020.1,A0A178V8J9,R-ATH-1119273
AT3G02020,AT3G02020.1,A0A178V8J9,R-ATH-1119283
AT3G02020,AT3G02020.1,A0A178V8J9,R-ATH-1119419
AT3G02020,AT3G02020.1,A0A178V8J9,R-ATH-1119295
AT3G23640,AT3G23640.3,A0A178V8K0,
AT3G05180,AT3G05180.1,A0A178V8K1,
AT3G30350,AT3G30350.1,A0A178V8K4,
AT3G24330,AT3G24330.1,A0A178V8K5,
AT3G20440,AT3G20440.2,A0A178V8K6,R-ATH-1119477
AT3G10810,AT3G10810.2,A0A178V8K7,
AT3G22040,AT3G22040.1,A0A178V8K8,
AT3G25760,AT3G25760.1,A0A178V8K9,R-ATH-1119332
AT3G03190,AT3G03190.1,A0A178V8L0,
AT3G23360,AT3G23360.1,A0A178V8L1,
AT3G47120,AT3G47120.2,A0A178V8L2,
AT3G04810,AT3G04810.3,A0A178V8L3,
AT3G04810,AT3G04810.1,A0A178V8L3,
AT3G04810,AT3G04810.2,A0A178V8L3,
AT3G52930,AT3G52930.1,A0A178V8L4,R-ATH-1119519
AT3G52930,AT3G52930.1,A0A178V8L4,R-ATH-1119570
AT3G54740,AT3G54740.1,A0A178V8L5,
AT3G55920,AT3G55920.1,A0A178V8L6,
AT3G57060,AT3G57060.1,A0A178V8L7,
AT3G57050,AT3G57050.2,A0A178V8L7,R-ATH-1119400
AT3G60000,AT3G60000.2,A0A178V8L9,
AT3G46050,AT3G46050.1,A0A178V8M1,
AT3G15390,AT3G15390.1,A0A178V8M2,
AT3G04760,AT3G04760.1,A0A178V8M3,
AT3G55190,AT3G55190.1,A0A178V8M5,
AT3G53830,AT3G53830.2,A0A178V8M7,
AT3G05590,AT3G05590.1,A0A178V8M9,
AT3G42060,AT3G42060.1,A0A178V8N1,
AT3G09040,AT3G09040.4,A0A178V8N2,
AT3G09040,AT3G09040.1,A0A178V8N2,
AT3G51070,AT3G51070.1,A0A178V8N3,
AT3G14900,AT3G14900.1,A0A178V8N6,
AT3G27630,AT3G27630.1,A0A178V8N7,
AT3G54040,AT3G54040.1,A0A178V8N8,
AT3G43930,AT3G43930.1,A0A178V8N9,
AT3G19720,AT3G19720.1,A0A178V8P0,
AT3G59480,AT3G59480.1,A0A178V8P2,
AT3G62590,AT3G62590.1,A0A178V8P3,
AT3G53420,AT3G53420.2,A0A178V8P4,
AT3G53420,AT3G53420.1,A0A178V8P4,
AT3G06570,AT3G06570.1,A0A178V8P5,
AT3G59990,AT3G59990.2,A0A178V8P6,
AT3G59990,AT3G59990.1,A0A178V8P6,
AT3G59990,AT3G59990.3,A0A178V8P6,
AT3G59990,AT3G59990.4,A0A178V8P6,
AT3G13772,AT3G13772.1,A0A178V8P8,
AT3G44620,AT3G44620.1,A0A178V8P9,
AT3G48425,AT3G48425.1,A0A178V8Q0,
AT3G14460,AT3G14460.1,A0A178V8Q1,
AT3G11402,AT3G11402.1,A0A178V8Q2,
AT3G06980,AT3G06980.1,A0A178V8Q3,
AT3G12915,AT3G12915.2,A0A178V8Q5,
AT3G17000,AT3G17000.1,A0A178V8Q6,
AT3G20980,AT3G20980.1,A0A178V8Q7,
AT3G08630,AT3G08630.1,A0A178V8Q9,
AT3G60880,AT3G60880.2,A0A178V8R0,R-ATH-1119273
AT3G60880,AT3G60880.2,A0A178V8R0,R-ATH-1119283
AT3G60880,AT3G60880.2,A0A178V8R0,R-ATH-1119419
AT3G44370,AT3G44370.1,A0A178V8R1,
AT3G10780,AT3G10780.1,A0A178V8R2,
AT3G59810,AT3G59810.1,A0A178V8R3,
AT3G12340,AT3G12340.1,A0A178V8R4,
AT3G13280,AT3G13280.1,A0A178V8R5,
AT3G58260,AT3G58260.1,A0A178V8R6,
AT3G13660,AT3G13660.1,A0A178V8R7,
AT3G25265,AT3G25265.1,A0A178V8R8,
AT3G25050,AT3G25050.1,A0A178V8S3,
AT3G47480,AT3G47480.1,A0A178V8S4,
AT3G13560,AT3G13560.5,A0A178V8S5,
AT3G16570,AT3G16570.1,A0A178V8S6,
AT3G16570,AT3G16570.2,A0A178V8S6,
AT3G16570,AT3G16570.3,A0A178V8S6,
AT3G23970,AT3G23970.1,A0A178V8S7,
AT3G13225,AT3G13225.1,A0A178V8S8,
AT3G52460,AT3G52460.1,A0A178V8S9,
AT3G45870,AT3G45870.1,A0A178V8T0,
AT3G14070,AT3G14070.1,A0A178V8T2,
AT3G12360,AT3G12360.2,A0A178V8T3,
AT3G51650,AT3G51650.1,A0A178V8T4,
AT1G48540,AT1G48540.3,A0A178V8T5,
AT3G07630,AT3G07630.2,A0A178V8T7,R-ATH-1119389
AT3G63280,AT3G63280.4,A0A178V8T8,
AT3G51750,AT3G51750.2,A0A178V8T9,
AT3G14870,AT3G14870.1,A0A178V8U0,
AT3G54110,AT3G54110.1,A0A178V8U1,
AT3G24515,AT3G24515.1,A0A178V8U2,
AT3G47350,AT3G47350.2,A0A178V8U3,
AT3G28490,AT3G28490.1,A0A178V8U4,
AT3G26125,AT3G26125.1,A0A178V8U5,
AT3G12140,AT3G12140.1,A0A178V8U6,
AT3G12140,AT3G12140.2,A0A178V8U6,
AT3G28620,AT3G28620.1,A0A178V8U7,
AT3G27330,AT3G27330.1,A0A178V8U8,
AT3G50150,AT3G50150.1,A0A178V8U9,
AT3G47680,AT3G47680.1,A0A178V8V1,
AT3G61340,AT3G61340.2,A0A178V8V2,
AT3G63200,AT3G63200.1,A0A178V8V3,
AT3G50373,AT3G50373.1,A0A178V8V4,
AT3G09590,AT3G09590.1,A0A178V8V5,
AT3G23090,AT3G23090.3,A0A178V8V6,
AT3G61415,AT3G61415.1,A0A178V8V7,
AT3G02870,AT3G02870.1,A0A178V8V9,
AT3G56720,AT3G56720.1,A0A178V8W0,
AT3G49340,AT3G49340.1,A0A178V8W1,
AT3G47820,AT3G47820.1,A0A178V8W3,
AT3G07680,AT3G07680.1,A0A178V8W5,
AT3G01420,AT3G01420.1,A0A178V8W6,
AT3G22670,AT3G22670.1,A0A178V8W7,
AT3G16390,AT3G16390.1,A0A178V8W8,
AT3G19515,AT3G19515.2,A0A178V8W9,
AT3G55710,AT3G55710.1,A0A178V8X0,R-ATH-1119473
AT3G66652,AT3G66652.3,A0A178V8X1,
AT3G28857,AT3G28857.1,A0A178V8X2,
AT3G15260,AT3G15260.1,A0A178V8X3,
AT3G15260,AT3G15260.2,A0A178V8X3,
AT3G07570,AT3G07570.1,A0A178V8X4,
AT3G57370,AT3G57370.1,A0A178V8X6,
AT3G04670,AT3G04670.1,A0A178V8X7,
AT3G54670,AT3G54670.1,A0A178V8X8,
AT3G57270,AT3G57270.1,A0A178V8X9,
AT3G13445,AT3G13445.2,A0A178V8Y0,
AT3G48770,AT3G48770.1,A0A178V8Y1,
AT3G57800,AT3G57800.2,A0A178V8Y3,
AT3G21370,AT3G21370.1,A0A178V8Y4,
AT3G02160,AT3G02160.2,A0A178V8Y7,
AT3G06810,AT3G06810.1,A0A178V8Y8,
AT3G08500,AT3G08500.1,A0A178V8Z2,
AT3G10130,AT3G10130.1,A0A178V8Z4,
AT3G22160,AT3G22160.1,A0A178V8Z5,
AT3G20020,AT3G20020.1,A0A178V8Z6,
AT3G14180,AT3G14180.1,A0A178V8Z7,
AT3G15700,AT3G15700.1,A0A178V900,
AT3G19190,AT3G19190.3,A0A178V901,
AT3G55080,AT3G55080.5,A0A178V902,
AT3G13220,AT3G13220.1,A0A178V903,
AT3G11130,AT3G11130.1,A0A178V904,
AT3G12270,AT3G12270.1,A0A178V905,
AT3G47540,AT3G47540.1,A0A178V906,
AT3G08505,AT3G08505.3,A0A178V907,
AT3G29100,AT3G29100.3,A0A178V908,
AT3G23090,AT3G23090.3,A0A178V909,
AT3G06160,AT3G06160.2,A0A178V910,
AT3G43300,AT3G43300.3,A0A178V911,
AT3G05610,AT3G05610.1,A0A178V913,
AT3G25719,AT3G25719.1,A0A178V914,
AT3G11680,AT3G11680.2,A0A178V916,
AT3G60860,AT3G60860.1,A0A178V917,
AT3G24900,AT3G24900.2,A0A178V919,
AT3G11020,AT3G11020.1,A0A178V920,
AT3G23330,AT3G23330.1,A0A178V921,
AT3G62930,AT3G62930.1,A0A178V922,
AT3G28780,AT3G28780.1,A0A178V923,
AT4G08760,AT4G08760.1,A0A178V924,
AT3G28500,AT3G28500.1,A0A178V925,
AT3G53880,AT3G53880.1,A0A178V926,
AT3G23580,AT3G23580.1,A0A178V929,
AT3G24220,AT3G24220.1,A0A178V931,
AT3G55840,AT3G55840.1,A0A178V932,
AT3G61640,AT3G61640.1,A0A178V933,
AT3G14950,AT3G14950.1,A0A178V935,
AT3G20475,AT3G20475.1,A0A178V936,
AT3G56560,AT3G56560.1,A0A178V937,
AT5G39690,AT5G39690.1,A0A178V937,
AT3G45470,AT3G45470.1,A0A178V938,
AT5G60250,AT5G60250.1,A0A178V938,
AT3G45480,AT3G45480.1,A0A178V938,
AT5G06530,AT5G06530.2,A0A178V939,
AT3G02260,AT3G02260.4,A0A178V940,
AT3G03840,AT3G03840.1,A0A178V941,
AT3G54560,AT3G54560.2,A0A178V944,
AT3G54560,AT3G54560.1,A0A178V944,
AT3G03900,AT3G03900.1,A0A178V945,
AT3G10590,AT3G10590.1,A0A178V946,
AT3G49440,AT3G49440.1,A0A178V947,
AT3G49450,AT3G49450.1,A0A178V947,
AT3G60890,AT3G60890.1,A0A178V948,
AT3G60890,AT3G60890.3,A0A178V948,
AT3G18620,AT3G18620.1,A0A178V949,
AT3G08570,AT3G08570.1,A0A178V950,
AT3G15110,AT3G15110.1,A0A178V951,
AT3G06455,AT3G06455.1,A0A178V953,
AT3G55420,AT3G55420.1,A0A178V955,
AT3G22180,AT3G22180.1,A0A178V958,
AT3G03650,AT3G03650.1,A0A178V959,
AT3G46460,AT3G46460.1,A0A178V960,
AT3G49950,AT3G49950.1,A0A178V961,
AT3G26120,AT3G26120.1,A0A178V962,
AT3G55513,AT3G55513.1,A0A178V963,
AT3G52870,AT3G52870.1,A0A178V964,
AT3G04890,AT3G04890.1,A0A178V966,
AT3G52050,AT3G52050.4,A0A178V967,
AT3G15740,AT3G15740.1,A0A178V968,
AT3G51680,AT3G51680.1,A0A178V969,
AT3G59150,AT3G59150.1,A0A178V970,
AT3G43420,AT3G43420.1,A0A178V972,
AT3G53320,AT3G53320.1,A0A178V973,
AT3G22942,AT3G22942.1,A0A178V974,
AT3G22990,AT3G22990.1,A0A178V975,
AT3G20320,AT3G20320.1,A0A178V976,
AT3G02930,AT3G02930.3,A0A178V977,
AT3G55700,AT3G55700.1,A0A178V978,R-ATH-1119473
AT3G09500,AT3G09500.1,A0A178V980,
AT3G46180,AT3G46180.1,A0A178V982,
AT3G63540,AT3G63540.1,A0A178V984,
AT3G47760,AT3G47760.3,A0A178V985,
AT3G15352,AT3G15352.1,A0A178V986,
AT3G49370,AT3G49370.1,A0A178V987,
AT3G20395,AT3G20395.1,A0A178V988,
AT3G24890,AT3G24890.2,A0A178V989,
AT3G46130,AT3G46130.2,A0A178V991,
AT3G02500,AT3G02500.2,A0A178V992,
AT3G03960,AT3G03960.1,A0A178V993,
AT3G54620,AT3G54620.2,A0A178V994,
AT3G20710,AT3G20710.1,A0A178V995,
AT3G46300,AT3G46300.1,A0A178V998,
AT3G49900,AT3G49900.1,A0A178V999,
AT3G58770,AT3G58770.1,A0A178V9A0,
AT3G05290,AT3G05290.1,A0A178V9A1,
AT3G25210,AT3G25210.1,A0A178V9A3,
AT3G62760,AT3G62760.1,A0A178V9A4,
AT3G25620,AT3G25620.2,A0A178V9A5,
AT3G62870,AT3G62870.1,A0A178V9A8,
AT3G02090,AT3G02090.1,A0A178V9A9,
AT3G16200,AT3G16200.1,A0A178V9B0,
AT3G20000,AT3G20000.1,A0A178V9B1,
AT3G21260,AT3G21260.1,A0A178V9B2,
AT3G04250,AT3G04250.1,A0A178V9B4,
AT3G18520,AT3G18520.1,A0A178V9B5,
AT3G18500,AT3G18500.4,A0A178V9B6,
AT3G18380,AT3G18380.1,A0A178V9B7,
AT3G45310,AT3G45310.1,A0A178V9B8,
AT3G27230,AT3G27230.1,A0A178V9B9,
AT3G44350,AT3G44350.2,A0A178V9C0,
AT3G03430,AT3G03430.1,A0A178V9C2,
AT3G49700,AT3G49700.1,A0A178V9C3,R-ATH-1119334
AT3G49700,AT3G49700.1,A0A178V9C3,R-ATH-1119624
AT3G53720,AT3G53720.1,A0A178V9C6,
AT3G06290,AT3G06290.2,A0A178V9C7,
AT3G57550,AT3G57550.3,A0A178V9C8,
AT3G57550,AT3G57550.1,A0A178V9C8,
AT3G56400,AT3G56400.1,A0A178V9D0,
AT3G16170,AT3G16170.1,A0A178V9D1,
AT3G14225,AT3G14225.2,A0A178V9D2,
AT3G25150,AT3G25150.2,A0A178V9D5,
AT3G07770,AT3G07770.1,A0A178V9D6,
AT3G57510,AT3G57510.1,A0A178V9D7,
AT3G58940,AT3G58940.2,A0A178V9D8,
AT3G06290,AT3G06290.3,A0A178V9D9,
AT3G22120,AT3G22120.2,A0A178V9E0,
AT3G48030,AT3G48030.1,A0A178V9E1,
AT3G54540,AT3G54540.1,A0A178V9E2,
AT3G54250,AT3G54250.1,A0A178V9E4,R-ATH-1119615
AT3G18440,AT3G18440.1,A0A178V9E5,
AT3G60440,AT3G60440.1,A0A178V9E7,
AT3G02840,AT3G02840.1,A0A178V9E8,
AT2G34040,AT2G34040.2,A0A178V9E9,
AT3G63010,AT3G63010.1,A0A178V9F0,R-ATH-5679411
AT3G22080,AT3G22080.1,A0A178V9F1,
AT3G22085,AT3G22085.1,A0A178V9F1,
AT3G09650,AT3G09650.1,A0A178V9F2,
AT3G61740,AT3G61740.2,A0A178V9F3,
AT3G54850,AT3G54850.1,A0A178V9F4,
AT3G14650,AT3G14650.1,A0A178V9F5,
AT3G42050,AT3G42050.1,A0A178V9F7,
AT3G46150,AT3G46150.1,A0A178V9F8,
AT3G22470,AT3G22470.1,A0A178V9F9,
AT3G06450,AT3G06450.4,A0A178V9G0,
AT3G06450,AT3G06450.2,A0A178V9G0,
AT3G06450,AT3G06450.1,A0A178V9G0,
AT3G06450,AT3G06450.3,A0A178V9G0,
AT3G55530,AT3G55530.1,A0A178V9G1,
AT3G58880,AT3G58880.1,A0A178V9G2,
AT3G49840,AT3G49840.2,A0A178V9G3,
AT5G25000,AT5G25000.1,A0A178V9G5,
AT3G10510,AT3G10510.1,A0A178V9G7,
AT3G51650,AT3G51650.4,A0A178V9G8,
AT3G29160,AT3G29160.2,A0A178V9G9,
AT3G29160,AT3G29160.1,A0A178V9G9,
AT3G57870,AT3G57870.1,A0A178V9H0,
AT3G22231,AT3G22231.1,A0A178V9H1,
AT3G14830,AT3G14830.3,A0A178V9H2,
AT3G51130,AT3G51130.1,A0A178V9H4,
AT3G28510,AT3G28510.1,A0A178V9H5,
AT3G10650,AT3G10650.2,A0A178V9H6,
AT3G10650,AT3G10650.1,A0A178V9H6,
AT3G21420,AT3G21420.1,A0A178V9H8,
AT1G56350,AT1G56350.1,A0A178V9I3,
AT3G21620,AT3G21620.1,A0A178V9I4,
AT3G61290,AT3G61290.1,A0A178V9I5,
AT3G56840,AT3G56840.1,A0A178V9I6,
AT3G47630,AT3G47630.6,A0A178V9I7,
AT3G28860,AT3G28860.1,A0A178V9I8,
AT3G14540,AT3G14540.1,A0A178V9I9,
AT3G04600,AT3G04600.1,A0A178V9J0,
AT3G04600,AT3G04600.3,A0A178V9J0,
AT3G18130,AT3G18130.1,A0A178V9J1,
AT3G28950,AT3G28950.1,A0A178V9J2,
AT3G07100,AT3G07100.1,A0A178V9J3,
AT3G09080,AT3G09080.3,A0A178V9J4,
AT3G17800,AT3G17800.1,A0A178V9J5,
AT3G53520,AT3G53520.1,A0A178V9J6,
AT3G63120,AT3G63120.2,A0A178V9J7,
AT3G58680,AT3G58680.1,A0A178V9J8,
AT3G53030,AT3G53030.1,A0A178V9J9,
AT3G16310,AT3G16310.1,A0A178V9K0,
AT5G42840,AT5G42840.1,A0A178V9K1,
AT3G11960,AT3G11960.3,A0A178V9K3,
AT3G05910,AT3G05910.1,A0A178V9K4,
AT3G21175,AT3G21175.2,A0A178V9K5,
AT3G19290,AT3G19290.4,A0A178V9K6,
AT3G14490,AT3G14490.1,A0A178V9K9,
AT3G56030,AT3G56030.1,A0A178V9L0,
AT3G04540,AT3G04540.1,A0A178V9L1,
AT3G10120,AT3G10120.1,A0A178V9L3,
AT3G26880,AT3G26880.1,A0A178V9L5,
AT3G10820,AT3G10820.1,A0A178V9L6,
AT3G09940,AT3G09940.1,A0A178V9L8,
AT3G29050,AT3G29050.2,A0A178V9M0,
AT3G09810,AT3G09810.1,A0A178V9M1,R-ATH-1119533
AT3G09810,AT3G09810.1,A0A178V9M1,R-ATH-1119540
AT3G12810,AT3G12810.1,A0A178V9M2,
AT3G48220,AT3G48220.1,A0A178V9M3,
AT3G01510,AT3G01510.1,A0A178V9M4,
AT3G19420,AT3G19420.1,A0A178V9M6,
AT3G03770,AT3G03770.3,A0A178V9M7,
AT3G26700,AT3G26700.1,A0A178V9M8,
AT3G50450,AT3G50450.1,A0A178V9M9,
AT3G08710,AT3G08710.1,A0A178V9N0,
AT3G08710,AT3G08710.3,A0A178V9N0,
AT3G08710,AT3G08710.2,A0A178V9N0,
AT3G54750,AT3G54750.5,A0A178V9N1,
AT3G44620,AT3G44620.1,A0A178V9N2,
AT3G62650,AT3G62650.1,A0A178V9N3,
